gt,est,diff,img_fn,kp_fn,removed
"[-2.98356966e+03  8.12428932e+01  1.18764398e+02  2.28697761e-02
  4.72330115e-02  0.00000000e+00]","[-2.94858179e+03  7.57538212e+01  1.14542596e+02  2.51527167e-02
  4.65191427e-02 -5.31401895e-03]",35.666569314019625,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00121.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00121_kp.png,False
"[-2.40474466e+03  6.35694757e+01  8.14314344e+01 -1.14393039e-01
 -1.05573232e-01  0.00000000e+00]","[-2.38768156e+03  8.89620602e+01  3.91294630e+01 -1.38119809e-01
 -1.41439582e-01  1.54445578e-03]",52.20526247189376,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00122.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00122_kp.png,False
"[-2.40474466e+03  6.35694757e+01  8.14314344e+01 -1.14393039e-01
 -1.05573232e-01  0.00000000e+00]","[-2.38768156e+03  8.89620602e+01  3.91294630e+01 -1.38119809e-01
 -1.41439582e-01  1.54445578e-03]",52.20526247189376,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00123.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00123_kp.png,False
"[-2.99579656e+03 -8.44765591e+00  1.10721709e+02  9.33349601e-02
 -4.62178772e-03  0.00000000e+00]","[-2.97277712e+03 -8.82190816e+00  1.10958804e+02  9.34197767e-02
 -3.80629619e-03  1.63729723e-03]",23.023710308413023,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00124.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00124_kp.png,False
"[-2.99579656e+03 -8.44765591e+00  1.10721709e+02  9.33349601e-02
 -4.62178772e-03  0.00000000e+00]","[-2.97277712e+03 -8.82190816e+00  1.10958804e+02  9.34197767e-02
 -3.80629619e-03  1.63729723e-03]",23.023710308413023,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00125.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00125_kp.png,False
"[-2.96173620e+03 -8.49264867e+01  1.12867576e+02 -7.60255610e-02
 -6.09670966e-02  0.00000000e+00]","[-2.92651714e+03 -8.12955276e+01  1.10566272e+02 -7.70478024e-02
 -6.09749510e-02 -6.97312864e-04]",35.480441870262084,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00126.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00126_kp.png,False
"[-2.96173620e+03 -8.49264867e+01  1.12867576e+02 -7.60255610e-02
 -6.09670966e-02  0.00000000e+00]","[-2.92651714e+03 -8.12955276e+01  1.10566272e+02 -7.70478024e-02
 -6.09749510e-02 -6.97312864e-04]",35.480441870262084,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00127.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00127_kp.png,False
"[-2.59051988e+03 -6.96109925e+01  8.29783897e+01 -7.77707827e-02
 -1.19084131e-01  0.00000000e+00]","[-2.62346088e+03 -4.96409922e+01  5.89205263e+01 -9.24306194e-02
 -1.38358531e-01 -4.22666770e-03]",45.41685906418995,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00128.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00128_kp.png,False
"[-2.59051988e+03 -6.96109925e+01  8.29783897e+01 -7.77707827e-02
 -1.19084131e-01  0.00000000e+00]","[-2.62346088e+03 -4.96409922e+01  5.89205263e+01 -9.24306194e-02
 -1.38358531e-01 -4.22666770e-03]",45.41685906418995,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00129.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00129_kp.png,False
"[-2.45932185e+03  3.67423501e+01  8.38138172e+01  7.51203283e-02
 -1.12774038e-01  0.00000000e+00]","[-2.48005197e+03  2.39773581e+01  4.35690597e+01  8.52309529e-02
 -1.47017600e-01  2.87710293e-03]",47.03534334969297,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00130.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00130_kp.png,False
"[-2.45932185e+03  3.67423501e+01  8.38138172e+01  7.51203283e-02
 -1.12774038e-01  0.00000000e+00]","[-2.48005197e+03  2.39773581e+01  4.35690597e+01  8.52309529e-02
 -1.47017600e-01  2.87710293e-03]",47.03534334969297,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00131.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00131_kp.png,False
"[-2.93393210e+03 -3.27725728e+01  1.07755146e+02 -1.62895122e-01
 -1.19939968e-01  0.00000000e+00]","[-2.89150511e+03 -3.34241716e+01  5.76293500e+01 -1.67999152e-01
 -1.42993254e-01  3.41429883e-02]",65.67396390325045,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00132.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00132_kp.png,False
"[-2.93393210e+03 -3.27725728e+01  1.07755146e+02 -1.62895122e-01
 -1.19939968e-01  0.00000000e+00]","[-2.89150511e+03 -3.34241716e+01  5.76293500e+01 -1.67999152e-01
 -1.42993254e-01  3.41429883e-02]",65.67396390325045,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00133.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00133_kp.png,False
"[-2.47292186e+03 -5.48358975e+01  7.89788416e+01  7.30461353e-02
 -1.20326164e-01  0.00000000e+00]","[-2.48892406e+03 -4.09440343e+01  2.94663796e+01  6.36367285e-02
 -1.61785450e-01 -7.16716130e-03]",53.85664336086364,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00134.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00134_kp.png,False
"[-2.47292186e+03 -5.48358975e+01  7.89788416e+01  7.30461353e-02
 -1.20326164e-01  0.00000000e+00]","[-2.48892406e+03 -4.09440343e+01  2.94663796e+01  6.36367285e-02
 -1.61785450e-01 -7.16716130e-03]",53.85664336086364,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00135.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00135_kp.png,False
"[-2.95301775e+03  9.25878974e+01  1.16544436e+02  7.67133510e-02
 -1.34227392e-01  0.00000000e+00]","[-3.43522281e+03  1.69281871e+02  7.12479663e+01  3.04520163e-02
 -1.53286894e-01  2.23321625e-03]",490.3625746187127,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00136.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00136_kp.png,False
"[-2.95301775e+03  9.25878974e+01  1.16544436e+02  7.67133510e-02
 -1.34227392e-01  0.00000000e+00]","[-3.43522281e+03  1.69281871e+02  7.12479663e+01  3.04520163e-02
 -1.53286894e-01  2.23321625e-03]",490.3625746187127,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00137.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00137_kp.png,False
"[-2.42169709e+03 -5.24139883e+01  8.51633357e+01 -4.98905649e-02
 -1.02756646e-01  0.00000000e+00]","[-2.29689212e+03 -4.87601568e+01  5.00114131e+01 -4.45552927e-02
 -1.29668553e-01 -1.74481321e-02]",129.71233503833176,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00138.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00138_kp.png,False
"[-2.42169709e+03 -5.24139883e+01  8.51633357e+01 -4.98905649e-02
 -1.02756646e-01  0.00000000e+00]","[-2.29689212e+03 -4.87601568e+01  5.00114131e+01 -4.45552927e-02
 -1.29668553e-01 -1.74481321e-02]",129.71233503833176,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00139.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00139_kp.png,False
"[-2.93113255e+03 -5.32055419e+01  1.18835281e+02 -1.23476671e-01
 -1.14111942e-01  0.00000000e+00]","[-2.90918651e+03 -4.56970505e+00  5.63999373e+01 -1.45398768e-01
 -1.56152914e-01 -3.64954304e-02]",82.12944299244091,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00140.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00140_kp.png,False
"[-2.93113255e+03 -5.32055419e+01  1.18835281e+02 -1.23476671e-01
 -1.14111942e-01  0.00000000e+00]","[-2.90918651e+03 -4.56970505e+00  5.63999373e+01 -1.45398768e-01
 -1.56152914e-01 -3.64954304e-02]",82.12944299244091,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00141.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00141_kp.png,False
"[-2.77021234e+03 -3.16967772e+01  1.05773159e+02 -6.24265330e-02
 -1.18724562e-01  0.00000000e+00]","[-2.84168166e+03 -1.17050209e+01  3.29596452e+01 -7.63569190e-02
 -1.66856278e-01 -5.17515982e-03]",103.96798783267921,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00142.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00142_kp.png,False
"[-2.77021234e+03 -3.16967772e+01  1.05773159e+02 -6.24265330e-02
 -1.18724562e-01  0.00000000e+00]","[-2.84168166e+03 -1.17050209e+01  3.29596452e+01 -7.63569190e-02
 -1.66856278e-01 -5.17515982e-03]",103.96798783267921,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00143.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00143_kp.png,False
"[-2.20794806e+03  5.10832338e+01  6.21164434e+01 -8.73607739e-02
 -1.00946718e-01  0.00000000e+00]","[-2.19269686e+03  5.65250648e+01  6.11757639e+01 -9.56256635e-02
 -1.00912759e-01  4.27371278e-03]",16.220280574557744,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00144.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00144_kp.png,False
"[-2.20794806e+03  5.10832338e+01  6.21164434e+01 -8.73607739e-02
 -1.00946718e-01  0.00000000e+00]","[-2.19269686e+03  5.65250648e+01  6.11757639e+01 -9.56256635e-02
 -1.00912759e-01  4.27371278e-03]",16.220280574557744,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00145.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00145_kp.png,False
"[-2.93603388e+03 -5.51820074e+01  1.12720820e+02 -1.23212073e-02
  3.44158184e-02  0.00000000e+00]","[-2.90603674e+03 -5.64496144e+01  1.08779561e+02 -1.08514515e-02
  3.32334422e-02  3.07401132e-04]",30.281493479371253,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00146.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00146_kp.png,False
"[-2.93603388e+03 -5.51820074e+01  1.12720820e+02 -1.23212073e-02
  3.44158184e-02  0.00000000e+00]","[-2.90603674e+03 -5.64496144e+01  1.08779561e+02 -1.08514515e-02
  3.32334422e-02  3.07401132e-04]",30.281493479371253,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00147.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00147_kp.png,False
"[-2.93523195e+03  5.46403970e+01  1.13753561e+02 -7.83697453e-02
 -1.10266175e-01  0.00000000e+00]","[-2.92615665e+03  5.25874373e+01  1.07348121e+02 -7.69176257e-02
 -1.13955397e-01 -3.35110860e-03]",11.296257796413675,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00148.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00148_kp.png,False
"[-2.93523195e+03  5.46403970e+01  1.13753561e+02 -7.83697453e-02
 -1.10266175e-01  0.00000000e+00]","[-2.92615665e+03  5.25874373e+01  1.07348121e+02 -7.69176257e-02
 -1.13955397e-01 -3.35110860e-03]",11.296257796413675,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00149.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00149_kp.png,False
"[-2.70214246e+03 -4.48342276e+01  9.18840274e+01 -7.73648965e-02
 -1.22947156e-01  0.00000000e+00]","[-2.63448800e+03  1.13671513e+01  4.10536841e+01 -1.04422799e-01
 -1.63176189e-01 -6.71647673e-02]",101.58466704955403,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00150.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00150_kp.png,False
"[-2.70214246e+03 -4.48342276e+01  9.18840274e+01 -7.73648965e-02
 -1.22947156e-01  0.00000000e+00]","[-2.63448800e+03  1.13671513e+01  4.10536841e+01 -1.04422799e-01
 -1.63176189e-01 -6.71647673e-02]",101.58466704955403,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00151.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00151_kp.png,False
"[-2.97469080e+03  9.74405067e+01  1.21049770e+02 -8.01179953e-02
 -8.92763188e-02  0.00000000e+00]","[-2.94027084e+03  8.92938675e+01  1.18530579e+02 -7.64070431e-02
 -8.93850538e-02  1.20731314e-04]",35.460511160596816,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00152.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00152_kp.png,False
"[-2.97469080e+03  9.74405067e+01  1.21049770e+02 -8.01179953e-02
 -8.92763188e-02  0.00000000e+00]","[-2.94027084e+03  8.92938675e+01  1.18530579e+02 -7.64070431e-02
 -8.93850538e-02  1.20731314e-04]",35.460511160596816,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00153.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00153_kp.png,False
"[-2.19405777e+03 -4.22918591e+01  6.86580548e+01 -8.05891649e-02
 -8.99348755e-02  0.00000000e+00]","[-2.24048980e+03 -3.26451670e+01  7.40548287e+01 -8.10578456e-02
 -9.49759404e-02 -6.65575704e-02]",47.72962843516515,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00154.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00154_kp.png,False
"[-2.19405777e+03 -4.22918591e+01  6.86580548e+01 -8.05891649e-02
 -8.99348755e-02  0.00000000e+00]","[-2.24048980e+03 -3.26451670e+01  7.40548287e+01 -8.10578456e-02
 -9.49759404e-02 -6.65575704e-02]",47.72962843516515,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00155.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00155_kp.png,False
"[-2.94353778e+03  5.14701652e+01  1.19367238e+02  2.67263616e-02
 -3.77012325e-02  0.00000000e+00]","[-2.92937113e+03  5.00105480e+01  1.18524727e+02  2.75771869e-02
 -3.75683625e-02 -2.48598473e-03]",14.26654146999448,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00156.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00156_kp.png,False
"[-2.94353778e+03  5.14701652e+01  1.19367238e+02  2.67263616e-02
 -3.77012325e-02  0.00000000e+00]","[-2.92937113e+03  5.00105480e+01  1.18524727e+02  2.75771869e-02
 -3.75683625e-02 -2.48598473e-03]",14.26654146999448,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00157.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00157_kp.png,False
"[-2.18546841e+03 -1.99658977e+01  6.40309666e+01 -2.28930138e-02
 -2.16732836e-02  0.00000000e+00]","[-2.33663598e+03  3.24776912e+01  2.70053471e+01 -1.31289476e-02
 -6.46868977e-02 -6.67577256e-01]",164.23417237296522,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00158.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00158_kp.png,False
"[-2.18546841e+03 -1.99658977e+01  6.40309666e+01 -2.28930138e-02
 -2.16732836e-02  0.00000000e+00]","[-2.33663598e+03  3.24776912e+01  2.70053471e+01 -1.31289476e-02
 -6.46868977e-02 -6.67577256e-01]",164.23417237296522,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00159.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00159_kp.png,False
"[-2.96273978e+03 -1.96520006e+01  1.17021351e+02  1.14412919e-01
 -1.16137403e-01  0.00000000e+00]","[-2.95070243e+03 -2.28984877e+01  5.84391930e+01  1.12510917e-01
 -1.51957283e-01  1.88858620e-02]",59.894129582674644,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00160.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00160_kp.png,False
"[-2.96273978e+03 -1.96520006e+01  1.17021351e+02  1.14412919e-01
 -1.16137403e-01  0.00000000e+00]","[-2.95070243e+03 -2.28984877e+01  5.84391930e+01  1.12510917e-01
 -1.51957283e-01  1.88858620e-02]",59.894129582674644,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00161.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00161_kp.png,False
"[-2.18672917e+03 -1.36582526e+01  6.40553788e+01 -1.19481704e-01
 -4.11720799e-02  0.00000000e+00]","[-2.26402628e+03  2.45974299e+01  7.27099961e+00 -5.59726944e-02
 -1.56909170e-01 -7.33702882e-01]",103.2608664637958,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00162.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00162_kp.png,False
"[-2.18672917e+03 -1.36582526e+01  6.40553788e+01 -1.19481704e-01
 -4.11720799e-02  0.00000000e+00]","[-2.26402628e+03  2.45974299e+01  7.27099961e+00 -5.59726944e-02
 -1.56909170e-01 -7.33702882e-01]",103.2608664637958,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00163.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00163_kp.png,False
"[-2.98516593e+03 -8.10361617e+01  1.17522412e+02  1.65557348e-01
  3.87680075e-02  0.00000000e+00]","[-2.97749100e+03 -7.92626086e+01  1.16615739e+02  1.64885713e-01
  3.88510833e-02 -3.75842354e-03]",7.929188971193457,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00164.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00164_kp.png,False
"[-2.98516593e+03 -8.10361617e+01  1.17522412e+02  1.65557348e-01
  3.87680075e-02  0.00000000e+00]","[-2.97749100e+03 -7.92626086e+01  1.16615739e+02  1.64885713e-01
  3.88510833e-02 -3.75842354e-03]",7.929188971193457,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00165.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00165_kp.png,False
"[-2.97994639e+03  5.88438396e+01  1.26650574e+02 -4.20258160e-02
 -3.21761656e-02  0.00000000e+00]","[-2.97038847e+03  5.38523704e+01  1.28441514e+02 -4.01766316e-02
 -3.05680616e-02  8.92558273e-03]",10.930510527236676,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00166.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00166_kp.png,False
"[-2.97994639e+03  5.88438396e+01  1.26650574e+02 -4.20258160e-02
 -3.21761656e-02  0.00000000e+00]","[-2.97038847e+03  5.38523704e+01  1.28441514e+02 -4.01766316e-02
 -3.05680616e-02  8.92558273e-03]",10.930510527236676,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00167.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00167_kp.png,False
"[-2.91361669e+03 -9.19616057e+01  1.05919398e+02  1.30545648e-02
 -7.50257503e-02  0.00000000e+00]","[-2.87573962e+03 -8.79914012e+01  1.00154068e+02  1.03726387e-02
 -7.65684908e-02  1.15224098e-02]",38.518485941813644,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00168.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00168_kp.png,False
"[-2.91361669e+03 -9.19616057e+01  1.05919398e+02  1.30545648e-02
 -7.50257503e-02  0.00000000e+00]","[-2.87573962e+03 -8.79914012e+01  1.00154068e+02  1.03726387e-02
 -7.65684908e-02  1.15224098e-02]",38.518485941813644,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00169.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00169_kp.png,False
"[-2.69980436e+03  6.24999115e+01  9.36975464e+01 -1.25220906e-02
 -1.15233004e-01  0.00000000e+00]","[-2.69609595e+03  4.79880179e+01  7.19196079e+01 -3.44470466e-03
 -1.30223189e-01  3.35844523e-03]",26.43153421215969,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00170.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00170_kp.png,False
"[-2.69980436e+03  6.24999115e+01  9.36975464e+01 -1.25220906e-02
 -1.15233004e-01  0.00000000e+00]","[-2.69609595e+03  4.79880179e+01  7.19196079e+01 -3.44470466e-03
 -1.30223189e-01  3.35844523e-03]",26.43153421215969,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00171.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00171_kp.png,False
"[-2.99119853e+03  8.20345510e+00  1.20763857e+02 -4.05859715e-02
 -1.14239538e-01  0.00000000e+00]","[-3.05481922e+03  2.71584013e+00  7.36965846e+01 -3.84360739e-02
 -1.42354144e-01  4.92114647e-03]",79.32864792869259,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00172.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00172_kp.png,False
"[-2.99119853e+03  8.20345510e+00  1.20763857e+02 -4.05859715e-02
 -1.14239538e-01  0.00000000e+00]","[-3.05481922e+03  2.71584013e+00  7.36965846e+01 -3.84360739e-02
 -1.42354144e-01  4.92114647e-03]",79.32864792869259,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00173.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00173_kp.png,False
"[-2.71388442e+03  2.75706989e+01  1.05160751e+02 -1.12926717e-02
 -1.04156950e-01  0.00000000e+00]","[-2.70855081e+03  2.41657285e+01  9.38973883e+01 -9.79555986e-03
 -1.11674801e-01  4.00173877e-03]",12.91915505406135,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00174.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00174_kp.png,False
"[-2.71388442e+03  2.75706989e+01  1.05160751e+02 -1.12926717e-02
 -1.04156950e-01  0.00000000e+00]","[-2.70855081e+03  2.41657285e+01  9.38973883e+01 -9.79555986e-03
 -1.11674801e-01  4.00173877e-03]",12.91915505406135,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00175.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00175_kp.png,False
"[-2.79791001e+03  6.43222384e+01  1.09626596e+02  8.53495777e-02
 -1.07146342e-01  0.00000000e+00]","[-2.77447396e+03  4.97790875e+01  8.62863511e+01  9.26397402e-02
 -1.22528898e-01  7.85144724e-03]",36.131961920990086,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00176.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00176_kp.png,False
"[-2.79791001e+03  6.43222384e+01  1.09626596e+02  8.53495777e-02
 -1.07146342e-01  0.00000000e+00]","[-2.77447396e+03  4.97790875e+01  8.62863511e+01  9.26397402e-02
 -1.22528898e-01  7.85144724e-03]",36.131961920990086,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00177.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00177_kp.png,False
"[-2.75883400e+03  4.21063954e+01  1.04620918e+02 -1.21557105e-01
 -1.08364983e-01  0.00000000e+00]","[-2.74885638e+03  3.58768153e+01  8.70917380e+01 -1.17074572e-01
 -1.19992178e-01 -3.16192372e-03]",21.110017013015426,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00178.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00178_kp.png,False
"[-2.75883400e+03  4.21063954e+01  1.04620918e+02 -1.21557105e-01
 -1.08364983e-01  0.00000000e+00]","[-2.74885638e+03  3.58768153e+01  8.70917380e+01 -1.17074572e-01
 -1.19992178e-01 -3.16192372e-03]",21.110017013015426,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00179.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00179_kp.png,False
"[-2.15570418e+03 -1.99156974e+01  5.73234714e+01 -8.34884842e-02
 -8.15000878e-02  0.00000000e+00]","[-2.31748154e+03  3.08503157e+01  6.51991097e+00 -1.17108421e-02
 -1.63993164e-01 -7.55296914e-01]",177.00311791807988,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00180.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00180_kp.png,False
"[-2.15570418e+03 -1.99156974e+01  5.73234714e+01 -8.34884842e-02
 -8.15000878e-02  0.00000000e+00]","[-2.31748154e+03  3.08503157e+01  6.51991097e+00 -1.17108421e-02
 -1.63993164e-01 -7.55296914e-01]",177.00311791807988,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00181.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00181_kp.png,False
"[-2.83991518e+03  4.46075603e+01  1.10695360e+02 -3.61082242e-02
 -5.58917036e-02  0.00000000e+00]","[-2.84336126e+03  4.22944206e+01  1.12311717e+02 -3.43665843e-02
 -5.52146495e-02 -1.75280836e-03]",4.454069012594768,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00182.png,/home/younger/work/nerfstudio/gazebo_nerf_exp/data_pc_outliers/frame_00182_kp.png,False
